Commodity,Location,Commodities,Output,Employees,Jobs
"Miscellaneous professional, scientific, and technical services",RoUS,2320585487907,2.3 Trillion,8900612,8.9 Million
Housing,RoUS,2305698939230,2.3 Trillion,379467,379.5 K
Wholesale trade,RoUS,2054858064253,2.1 Trillion,5519973,5.5 Million
State and local general government,RoUS,1910463413138,1.9 Trillion,4265827,4.3 Million
Construction,RoUS,1863009784008,1.9 Trillion,7566201,7.6 Million
Other real estate,RoUS,1399987028609,1.4 Trillion,1347705,1.3 Million
"Insurance agencies, carriers, and brokerages",RoUS,1354742060803,1.4 Trillion,2433502,2.4 Million
Hospitals,RoUS,1146041940006,1.1 Trillion,6780039,6.8 Million
"Healthcare professions, laboratories, and ambulances",RoUS,1128265173739,1.1 Trillion,7641092,7.6 Million
Other retail,RoUS,1100916812345,1.1 Trillion,6627104,6.6 Million
Administrative and support services,RoUS,1032737984134,1.0 Trillion,7981045,8 Million
Food and beverage and tobacco products,RoUS,966272579379,966.3 Billion,2000921,2 Million
"Monetary authorities, depository and nondepository credit intermediation and related activities",RoUS,949195399719,949.2 Billion,2410555,2.4 Million
"Other services, except government",RoUS,874041015016,874.0 Billion,4777921,4.8 Million
Food and beverage establishments,RoUS,866801441321,866.8 Billion,10670812,10.7 Million
"Radio, TV, telecommunication",RoUS,744348363942,744.3 Billion,779716,779.7 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",RoUS,724879647444,724.9 Billion,809399,809.4 K
Federal general government (defense),RoUS,699304941160,699.3 Billion,553982,554 K
"Financial investments, exchanges, and advising",RoUS,691418707160,691.4 Billion,991138,991.1 K
"Electricity, natural gas, drinking water, and wastewater treatment",RoUS,684033996951,684.0 Billion,949351,949.4 K
Company and enterprise management,RoUS,657364942099,657.4 Billion,2243473,2.2 Million
On-road vehicles (excluding motorcycles) and accompanying parts,RoUS,618874898214,618.9 Billion,875400,875.4 K
Computer programming and systems design,RoUS,581824431501,581.8 Billion,2590594,2.6 Million
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",RoUS,482086502244,482.1 Billion,870337,870.3 K
Federal general government (nondefense),RoUS,459290321581,459.3 Billion,1111632,1.1 Million
Educational institutions and services,RoUS,403607275984,403.6 Billion,10303040,10.3 Million
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",RoUS,391547453903,391.5 Billion,792517,792.5 K
"Petroleum fuels, asphalt, and other petroleum and coal products",RoUS,383640440619,383.6 Billion,115688,115.7 K
Legal services,RoUS,370990406203,371.0 Billion,1127516,1.1 Million
Truck transport,RoUS,370403547074,370.4 Billion,1452723,1.5 Million
"Media, literature, and software",RoUS,352238303147,352.2 Billion,611776,611.8 K
Machinery (except computers),RoUS,348393017014,348.4 Billion,963347,963.3 K
"Data processing, internet publishing, and other information services",RoUS,341707898382,341.7 Billion,598749,598.7 K
Fabricated metal products (e.g. architectural and structural metal products),RoUS,337010008862,337.0 Billion,1297682,1.3 Million
"Computers and relevant parts, conductors, measuring devices, communication devices",RoUS,316778265342,316.8 Billion,887258,887.3 K
"Couriers, messengers, transportation for leisure activities",RoUS,285687261502,285.7 Billion,1747094,1.7 Million
"Nursing, community, mental health, and substance abuse facilities",RoUS,257981271278,258.0 Billion,3387545,3.4 Million
Food and beverage stores,RoUS,254221563711,254.2 Billion,2751105,2.8 Million
General merchandise stores,RoUS,245719044574,245.7 Billion,2763518,2.8 Million
"Child day care, community food services, housing services, and other relief services",RoUS,238115575219,238.1 Billion,4021097,4 Million
Vehicles and parts sales,RoUS,237116049946,237.1 Billion,1370874,1.4 Million
Plastics and rubber products,RoUS,236541421434,236.5 Billion,682269,682.3 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,221807180638,221.8 Billion,674231,674.2 K
Primary and secondary ferrous and nonferrous metals,RoUS,213735199895,213.7 Billion,353497,353.5 K
Unrefined oil and gas,RoUS,203974494793,204.0 Billion,101045,101 K
"Funds, trusts, and financial vehicles",RoUS,192921836133,192.9 Billion,82173,82.2 K
Paper products and paper production facilities,RoUS,184943856738,184.9 Billion,352457,352.5 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,173564713021,173.6 Billion,545104,545.1 K
Warehouses,RoUS,159255508544,159.3 Billion,1483405,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,155190612353,155.2 Billion,1453599,1.5 Million
Hotels and campgrounds,RoUS,144493990250,144.5 Billion,1412033,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,130043890690,130.0 Billion,382025,382 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,129055309937,129.1 Billion,384490,384.5 K
Waste management and remediation services,RoUS,128521768884,128.5 Billion,500747,500.7 K
"Performing arts, spectator sports, museums, and related activities",RoUS,126168759327,126.2 Billion,562207,562.2 K
Air transport,RoUS,124889929741,124.9 Billion,457150,457.1 K
Film and sound-based entertainment,RoUS,124779552301,124.8 Billion,276044,276 K
"Wood products (e.g. plywood, veneer)",RoUS,112912605126,112.9 Billion,395359,395.4 K
Other state and local government enterprises including transit and utilities,RoUS,110895609217,110.9 Billion,47088,47.1 K
Well drilling and support activities for mining,RoUS,88084337266,88.1 Billion,229820,229.8 K
Passenger ground transport,RoUS,82987748057,83.0 Billion,620959,621 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,76147815104,76.1 Billion,134487,134.5 K
Federal electric utilities and postal service,RoUS,70659018393,70.7 Billion,506947,506.9 K
Rail transport,RoUS,70630407965,70.6 Billion,759,759
Furniture and shelving,RoUS,67519712943,67.5 Billion,347593,347.6 K
Print media and printing support,RoUS,65550519231,65.6 Billion,314340,314.3 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,62160717627,62.2 Billion,456328,456.3 K
Pipeline transport,RoUS,60009096614,60.0 Billion,57251,57.3 K
Textiles and textile-dervied products (except clothes),RoUS,45632505815,45.6 Billion,184965,185 K
"Water transport (boats, ships, ferries)",RoUS,39870968688,39.9 Billion,66166,66.2 K
Clothing and leather,RoUS,21475588231,21.5 Billion,123464,123.5 K
"Scrap, used and secondhand goods",RoUS,8307365121,8.3 Billion,22750,22.8 K
Housing,US-MT,8061060770,8.1 Billion,922,922
Construction,US-MT,6479215992,6.5 Billion,34194,34.2 K
State and local general government,US-MT,6080586862,6.1 Billion,3020,3 K
Hospitals,US-MT,5255059994,5.3 Billion,27634,27.6 K
Wholesale trade,US-MT,4767935747,4.8 Billion,16291,16.3 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-MT,4509546097,4.5 Billion,4248,4.2 K
"Miscellaneous professional, scientific, and technical services",US-MT,3597512093,3.6 Billion,22134,22.1 K
Other retail,US-MT,3323187655,3.3 Billion,27151,27.2 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3247131929,3.2 Billion,7859,7.9 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-MT,3056559381,3.1 Billion,1353,1.4 K
"Healthcare professions, laboratories, and ambulances",US-MT,3026826261,3.0 Billion,21069,21.1 K
Food and beverage establishments,US-MT,2595558679,2.6 Billion,41891,41.9 K
"Other services, except government",US-MT,2314984984,2.3 Billion,20508,20.5 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-MT,2093003049,2.1 Billion,3852,3.9 K
Other real estate,US-MT,2082971391,2.1 Billion,3869,3.9 K
"Insurance agencies, carriers, and brokerages",US-MT,1927939197,1.9 Billion,5963,6 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-MT,1871600281,1.9 Billion,7884,7.9 K
Administrative and support services,US-MT,1807015866,1.8 Billion,16541,16.5 K
"Metal ores, dimensional stone, nonmetallic minerals",US-MT,1753184896,1.8 Billion,3528,3.5 K
Federal general government (nondefense),US-MT,1678678419,1.7 Billion,274,274
Rail transport,US-MT,1575592035,1.6 Billion,8,8.0
"Radio, TV, telecommunication",US-MT,1184636058,1.2 Billion,2506,2.5 K
Food and beverage and tobacco products,US-MT,1178420621,1.2 Billion,4818,4.8 K
Federal general government (defense),US-MT,1172058840,1.2 Billion,1384,1.4 K
Truck transport,US-MT,1145452926,1.1 Billion,4738,4.7 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-MT,1057497756,1.1 Billion,2786,2.8 K
Computer programming and systems design,US-MT,891568499,891.6 Million,5476,5.5 K
Food and beverage stores,US-MT,872436289,872.4 Million,10012,10 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-MT,814387647,814.4 Million,9148,9.1 K
"Nursing, community, mental health, and substance abuse facilities",US-MT,806728722,806.7 Million,12258,12.3 K
General merchandise stores,US-MT,777955426,778 Million,8597,8.6 K
"Wood products (e.g. plywood, veneer)",US-MT,729394874,729.4 Million,2589,2.6 K
"Couriers, messengers, transportation for leisure activities",US-MT,727738498,727.7 Million,5032,5 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-MT,643352556,643.4 Million,1410,1.4 K
Hotels and campgrounds,US-MT,637009750,637 Million,8935,8.9 K
"Financial investments, exchanges, and advising",US-MT,636292840,636.3 Million,1669,1.7 K
Educational institutions and services,US-MT,614724016,614.7 Million,32768,32.8 K
Unrefined oil and gas,US-MT,601505207,601.5 Million,410,410
Legal services,US-MT,594593797,594.6 Million,3120,3.1 K
"Child day care, community food services, housing services, and other relief services",US-MT,572424781,572.4 Million,11301,11.3 K
Vehicles and parts sales,US-MT,543950054,544 Million,6030,6 K
Well drilling and support activities for mining,US-MT,529662734,529.7 Million,1529,1.5 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-MT,482282373,482.3 Million,1856,1.9 K
Fabricated metal products (e.g. architectural and structural metal products),US-MT,410991138,411 Million,2264,2.3 K
Company and enterprise management,US-MT,394057901,394.1 Million,1942,1.9 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-MT,359690063,359.7 Million,1182,1.2 K
Waste management and remediation services,US-MT,357231116,357.2 Million,1363,1.4 K
"Media, literature, and software",US-MT,347696853,347.7 Million,1455,1.5 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-MT,297286979,297.3 Million,1741,1.7 K
Machinery (except computers),US-MT,289982986,290 Million,1211,1.2 K
Federal electric utilities and postal service,US-MT,270981607,271 Million,1622,1.6 K
Pipeline transport,US-MT,248903386,248.9 Million,579,579
Other state and local government enterprises including transit and utilities,US-MT,195390783,195.4 Million,13,13.0
On-road vehicles (excluding motorcycles) and accompanying parts,US-MT,166101786,166.1 Million,485,485
"Data processing, internet publishing, and other information services",US-MT,162101618,162.1 Million,620,620
"Performing arts, spectator sports, museums, and related activities",US-MT,151240673,151.2 Million,1611,1.6 K
Film and sound-based entertainment,US-MT,139447699,139.4 Million,551,551
Passenger ground transport,US-MT,121251943,121.3 Million,1655,1.7 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-MT,111734658,111.7 Million,730,730
Plastics and rubber products,US-MT,109578566,109.6 Million,489,489
"Funds, trusts, and financial vehicles",US-MT,109163867,109.2 Million,94,94.0
Print media and printing support,US-MT,96480769,96.5 Million,749,749
Primary and secondary ferrous and nonferrous metals,US-MT,93800105,93.8 Million,265,265
Furniture and shelving,US-MT,75287057,75.3 Million,644,644
Air transport,US-MT,56070259,56.1 Million,409,409
Warehouses,US-MT,49491456,49.5 Million,519,519
Paper products and paper production facilities,US-MT,42143262,42.1 Million,131,131
"Lights and light fixtures, switch boards, transformers, and home appliances",US-MT,41109310,41.1 Million,202,202
Textiles and textile-dervied products (except clothes),US-MT,27494185,27.5 Million,255,255
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-MT,25819362,25.8 Million,442,442
Clothing and leather,US-MT,18411769,18.4 Million,121,121
"Scrap, used and secondhand goods",US-MT,15634879,15.6 Million,26,26.0
Noncomparable imports and rest-of-the-world adjustment,US-MT,11868071,11.9 Million,2,2.0
"Water transport (boats, ships, ferries)",US-MT,7031312,7 Million,22,22.0
